,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,Launch_Year
110469,1561280140,Monsters in the Dark - Feature Film,Animation,Film & Video,USD,2010-12-31,6288.0,2010-12-01 05:48:42,0.0,failed,0,US,0.0,0.0,6288.0,2010
110474,1561293474,Roads Less Traveled,Journalism,Journalism,USD,2011-02-13,1550.0,2010-12-18 03:08:45,1723.0,successful,30,US,1723.0,1723.0,1550.0,2010
110494,1561391317,postcards & poetry!,Art,Art,USD,2010-06-02,999.0,2010-04-05 12:49:42,1557.0,successful,35,US,1557.0,1557.0,999.0,2010
110525,1561594360,"Paul Roub - ""Acrophobe"" - solo acoustic CD",Indie Rock,Music,USD,2010-04-01,1050.0,2010-03-01 23:24:26,1271.5,successful,34,US,1271.5,1271.5,1050.0,2010
110530,1561614107,"""Ramone Cologne: A Skunk's Tale"" - all-ages comic book/children's book (Canceled)",Comics,Comics,USD,2010-11-05,1500.0,2010-10-06 04:48:58,350.0,canceled,8,US,350.0,350.0,1500.0,2010
110565,1561819897,The Jack Story - An Inspiring Youth Film About Change,Documentary,Film & Video,USD,2010-11-27,5000.0,2010-10-28 03:00:49,1880.0,failed,16,US,1880.0,1880.0,5000.0,2010
110670,1562326406,Let's make a record together!!!,Pop,Music,USD,2011-02-12,1000.0,2010-11-14 20:15:01,1000.0,successful,25,US,1000.0,1000.0,1000.0,2010
110715,1562516575,California King Music Video,Film & Video,Film & Video,USD,2010-07-22,3225.0,2010-06-11 19:22:21,75.0,failed,2,US,75.0,75.0,3225.0,2010
110721,156255182,Comfortable Cowboy Cooking,Nonfiction,Publishing,USD,2010-03-08,7000.0,2010-02-04 17:59:51,45.0,failed,1,US,45.0,45.0,7000.0,2010
110742,1562631990,Fandango Fronterizo Chihuahua: Music & Art for Healing,Country & Folk,Music,USD,2010-12-01,1000.0,2010-11-04 17:31:29,3001.0,successful,81,US,3001.0,3001.0,1000.0,2010
110761,1562731910, The Genesis of images by Scott,Photography,Photography,USD,2011-03-08,550.0,2010-12-08 12:15:02,25.0,failed,1,US,25.0,25.0,550.0,2010
110786,1562867200,Save the Rialto! Kenedy Texas,Theater,Theater,USD,2010-04-30,1500.0,2010-03-08 23:18:43,535.0,failed,14,US,535.0,535.0,1500.0,2010
110867,1563339183,Funding of Jornaleros and the Economy,Documentary,Film & Video,USD,2010-05-06,5000.0,2010-02-06 01:06:02,0.0,failed,0,US,0.0,0.0,5000.0,2010
110946,1563748018,Miranda lives!,Music,Music,USD,2010-11-11,6000.0,2010-10-12 03:53:26,7114.0,successful,89,US,7114.0,7114.0,6000.0,2010
110963,1563802752,"""The Squad"", Directed by Robyn Griggs",Shorts,Film & Video,USD,2010-05-30,6500.0,2010-03-09 15:58:20,15429.5,successful,218,US,15429.5,15429.5,6500.0,2010
111022,1564135141,Bushwick Project for the Arts TV Station! (Canceled),Art,Art,USD,2010-07-01,750.0,2010-06-01 03:22:37,0.0,canceled,0,US,0.0,0.0,750.0,2010
111034,1564192414,La Fleur De Mai - A New Miniseries,Webseries,Film & Video,USD,2010-07-01,15000.0,2010-04-02 19:27:47,100.0,failed,1,US,100.0,100.0,15000.0,2010
111038,1564201473,Explosion-Proof Magazine Takes On The World,Journalism,Journalism,USD,2010-09-22,4500.0,2010-08-23 01:15:08,6005.0,successful,65,US,6005.0,6005.0,4500.0,2010
111104,1564532355,Twins on Tour!: The Window Theatre Summer Tour 2010,Music,Music,USD,2010-06-21,1000.0,2010-04-10 09:31:40,1398.0,successful,32,US,1398.0,1398.0,1000.0,2010
111141,1564711136,""" SIDE EFFECTS"" A short film or a life changing project?",Shorts,Film & Video,USD,2010-02-16,1500.0,2010-01-14 02:13:20,1510.0,successful,12,US,1510.0,1510.0,1500.0,2010
111191,1564959879,Send Volta Trio to the Gaudeamus Competition in Amsterdam!,Pop,Music,USD,2011-02-13,4500.0,2010-12-15 04:48:22,105.0,failed,3,US,105.0,105.0,4500.0,2010
111211,1565056713,East meets West to knit up cultural exchange,Crafts,Crafts,USD,2010-12-08,5000.0,2010-10-01 21:13:10,800.0,failed,19,US,800.0,800.0,5000.0,2010
111431,1566278432,Classic Rock and Roll - Fools on Sunday - 7 inch Vinyl Release - Make it Happen!!!!  (Canceled),Rock,Music,USD,2010-12-13,4000.0,2010-10-14 04:36:27,0.0,canceled,0,US,0.0,0.0,4000.0,2010
111456,1566395799,"Still, Now; Someday Back",Art Books,Publishing,USD,2010-12-09,3000.0,2010-11-09 22:18:43,730.0,failed,17,US,730.0,730.0,3000.0,2010
111471,1566464260,Be a Producer on Timothy Feathergrass: The Movie!,Documentary,Film & Video,USD,2010-12-04,2500.0,2010-11-03 15:24:11,2794.0,successful,62,US,2794.0,2794.0,2500.0,2010
111481,156648692,GLORIOUS LIGHT Worship Project,World Music,Music,USD,2011-01-01,12444.0,2010-11-18 22:20:22,125.0,failed,2,US,125.0,125.0,12444.0,2010
111504,1566568405,Les Blanks and the In Country LP,Indie Rock,Music,USD,2010-12-19,1300.0,2010-11-19 21:25:52,1436.0,successful,38,US,1436.0,1436.0,1300.0,2010
111541,1566730886,Gandhi Returns to India: A Documentary Film of the Gandhi Peace Tour 2010,Documentary,Film & Video,USD,2010-06-19,7500.0,2010-04-19 06:48:01,3328.0,failed,22,US,3328.0,3328.0,7500.0,2010
111555,1566776010,ALL DAY SUCKERS goes to the New York International Fringe Festival!,Theater,Theater,USD,2010-08-19,3000.0,2010-07-19 17:37:24,3265.0,successful,41,US,3265.0,3265.0,3000.0,2010
111574,1566854911,One Pair at a Time,Documentary,Film & Video,USD,2011-03-29,10000.0,2010-12-29 00:11:33,60.0,failed,2,US,60.0,60.0,10000.0,2010
111591,1566925501,Viong Catalog,Fashion,Fashion,USD,2010-05-29,1600.0,2010-04-28 21:05:43,1622.11,successful,52,US,1622.11,1622.11,1600.0,2010
111598,1566968040,"The ""Grey Area"" Music Video",Music,Music,USD,2010-06-18,5000.0,2010-05-21 20:43:27,5000.0,successful,36,US,5000.0,5000.0,5000.0,2010
111600,1566990777,Matrimony Tour ,Indie Rock,Music,USD,2011-01-14,1000.0,2010-12-15 03:35:46,1035.0,successful,25,US,1035.0,1035.0,1000.0,2010
111622,1567113386,The Bod Squad - A Kid's Fitness TV Pilot,Shorts,Film & Video,USD,2010-11-02,20000.0,2010-09-18 17:20:56,15497.0,failed,103,US,15497.0,15497.0,20000.0,2010
111741,156767119,Arroz Con Mango - A Short Film,Shorts,Film & Video,USD,2010-12-08,5000.0,2010-10-09 22:02:20,5224.0,successful,32,US,5224.0,5224.0,5000.0,2010
111765,1567809573,DAMELO TODO (GIVE ME EVERYTHING) FINISHING FUNDS,Shorts,Film & Video,USD,2010-08-01,12000.0,2010-06-21 20:55:44,12486.0,successful,227,US,12486.0,12486.0,12000.0,2010
111836,156808183,""" One Last Sunset  """,Documentary,Film & Video,USD,2010-08-15,5000.0,2010-07-15 18:27:13,0.0,failed,0,US,0.0,0.0,5000.0,2010
111944,1568676302,Horney Devil Clothing is looking for backers to assist in the Production of T-Shirts,Fashion,Fashion,USD,2010-08-15,5000.0,2010-06-15 05:22:02,0.0,failed,0,US,0.0,0.0,5000.0,2010
111945,1568686979,THE KAL MARSHELL PROJECT      A NEW ARTIST A NEW SOUND A NEW REVOLUTION ARE YOU IN???,Hip-Hop,Music,USD,2010-08-20,4200.0,2010-06-29 01:23:44,0.0,failed,0,US,0.0,0.0,4200.0,2010
112010,1569025044,"""FIFI PATELITO GOES TO DMV"" Short Film (comedy) ",Shorts,Film & Video,USD,2010-05-20,4000.0,2010-04-22 14:49:35,5155.0,successful,75,US,5155.0,5155.0,4000.0,2010
112015,1569050218,Master of Inventions,Shorts,Film & Video,USD,2010-08-20,2000.0,2010-05-27 02:07:22,2185.0,successful,49,US,2185.0,2185.0,2000.0,2010
112027,1569089764,Anytime Dance Studio,Dance,Dance,USD,2010-06-10,2000.0,2010-03-13 00:21:02,0.0,failed,0,US,0.0,0.0,2000.0,2010
112053,1569223973,"COSMICISM & CONTEMPORARY FORESTRY From Northern California machines, robots, photos",Painting,Art,USD,2010-07-25,3000.0,2010-06-27 04:09:05,3137.27,successful,88,US,3137.27,3137.27,3000.0,2010
112215,1570067034,FOREIGN LETTERS: post-production,Narrative Film,Film & Video,USD,2010-09-05,12000.0,2010-07-20 15:51:00,19132.0,successful,184,US,19132.0,19132.0,12000.0,2010
112227,157010015,Truth & Consequence - October Artist & Audience Coop,Jazz,Music,USD,2010-09-25,1000.0,2010-08-10 13:38:54,1050.0,successful,18,US,1050.0,1050.0,1000.0,2010
112282,157041699,The Secret to Playing: A Novel,Publishing,Publishing,USD,2010-06-20,3000.0,2010-03-23 00:30:45,1015.0,failed,22,US,1015.0,1015.0,3000.0,2010
112350,1570742291,Near Death Experience - Book and Video,Nonfiction,Publishing,USD,2011-01-05,2900.0,2010-12-06 00:47:57,0.0,failed,0,US,0.0,0.0,2900.0,2010
112422,1571128025,Less Than Heroes - A New Comedy Web Series,Webseries,Film & Video,USD,2010-08-02,8572.5,2010-07-07 12:01:46,650.0,failed,4,US,650.0,650.0,8572.5,2010
112436,1571195344,Hostel Territory— (Not your ordinary travel show.),Documentary,Film & Video,USD,2010-10-06,6500.0,2010-09-05 15:14:27,8014.0,successful,73,US,8014.0,8014.0,6500.0,2010
112508,157149141,"Memorial Mosaic Mural Project in Jacmel, Haiti with Youth Using Salvaged Materials.",Art,Art,USD,2010-06-01,4800.0,2010-03-27 22:53:23,5131.0,successful,96,US,5131.0,5131.0,4800.0,2010
112533,1571592727,Americana Film Series: Working Man,Documentary,Film & Video,USD,2010-09-01,3000.0,2010-07-04 04:01:49,50.0,failed,1,US,50.0,50.0,3000.0,2010
112597,1571936027,Objects of Memory Exhibition,Conceptual Art,Art,USD,2011-01-26,1700.0,2010-12-27 23:15:25,60.0,failed,3,US,60.0,60.0,1700.0,2010
112605,1571986371,The Price of Cigarettes,Shorts,Film & Video,USD,2010-12-04,1200.0,2010-11-08 07:59:06,1335.0,successful,30,US,1335.0,1335.0,1200.0,2010
112631,1572141872,"BRANDTSON - ""Send Us A Signal"" Vinyl LP",Indie Rock,Music,USD,2010-07-11,2500.0,2010-05-12 08:54:15,2618.0,successful,81,US,2618.0,2618.0,2500.0,2010
112649,1572233039,"Help Ryan Calhoun Make His Next Record, He'll Love You Forever",Music,Music,USD,2010-03-26,5000.0,2010-02-23 01:51:24,5353.0,successful,98,US,5353.0,5353.0,5000.0,2010
112675,1572370184,d (Canceled),Shorts,Film & Video,USD,2010-12-03,1500.0,2010-11-03 20:18:48,35.0,canceled,1,US,35.0,35.0,1500.0,2010
112694,157244576,The Sublet,Documentary,Film & Video,USD,2010-12-02,1200.0,2010-11-02 20:20:35,1535.0,successful,20,US,1535.0,1535.0,1200.0,2010
112703,1572488702,LUNCH LOVE COMMUNITY ,Documentary,Film & Video,USD,2010-06-07,9000.0,2010-03-09 20:15:09,9400.0,successful,107,US,9400.0,9400.0,9000.0,2010
112718,157254976,A Year of 'Snide Remarks',Fiction,Publishing,USD,2011-02-02,5000.0,2010-12-21 03:19:15,5151.0,successful,202,US,5151.0,5151.0,5000.0,2010
112720,1572571864,The Misanthropic Misadventures of Bony Levi,Comics,Comics,USD,2010-11-17,1500.0,2010-10-18 01:25:25,2275.0,successful,102,US,2275.0,2275.0,1500.0,2010
112733,157263518,Me Voy a Volver (When I Return): A documentary about Poverty,Documentary,Film & Video,USD,2010-12-31,20000.0,2010-10-30 00:16:00,4067.0,failed,59,US,4067.0,4067.0,20000.0,2010
112769,1572824460,LOVELAND Round 10: Robo Inch,Documentary,Film & Video,USD,2010-01-26,20.1,2010-01-09 13:55:09,1231.0,successful,66,US,1231.0,1231.0,20.1,2010
112801,1572967244,HELP GREG HOLDEN FUND HIS NEW ALBUM!,Country & Folk,Music,USD,2010-10-02,20000.0,2010-09-01 15:05:34,30001.05,successful,359,US,30001.05,30001.05,20000.0,2010
112803,1572975856,The Black Velvet Necronomicon: Black Velvet Cthulhu,Illustration,Art,USD,2010-11-08,3500.0,2010-09-09 03:18:13,3871.0,successful,28,US,3871.0,3871.0,3500.0,2010
112805,1572976518,Support Katalyst's new multi-media project,Music,Music,USD,2010-10-18,9500.0,2010-09-02 22:01:40,10235.83,successful,103,US,10235.83,10235.83,9500.0,2010
112814,1573021906,The MH?EIA Project  //  The MEDEA Project — an international venture,Theater,Theater,USD,2010-08-17,7415.0,2010-06-17 00:50:19,1815.0,failed,39,US,1815.0,1815.0,7415.0,2010
112826,1573074142,Death At A Hotel,Shorts,Film & Video,USD,2010-09-14,3000.0,2010-08-15 03:17:57,561.66,failed,13,US,561.66,561.66,3000.0,2010
112835,1573106135,The Wild Coast (Canceled),Photography,Photography,USD,2010-08-23,6460.0,2010-07-21 04:24:13,565.77,canceled,14,US,565.77,565.77,6460.0,2010
112903,1573494960,After Tiller,Documentary,Film & Video,USD,2010-05-24,9000.0,2010-04-08 18:13:34,11090.0,successful,176,US,11090.0,11090.0,9000.0,2010
112962,1573834421,Love's Fourmula,Shorts,Film & Video,USD,2011-02-12,5000.0,2010-12-17 20:41:43,315.0,failed,7,US,315.0,315.0,5000.0,2010
112967,1573867595,The Jack Davies are recording a CD! (Canceled),Indie Rock,Music,USD,2011-01-13,500.0,2010-12-14 16:09:15,6.0,canceled,1,US,6.0,6.0,500.0,2010
113024,1574233576,First Time Michigan Chick Filmmaker's Non Scripted Comedy,Documentary,Film & Video,USD,2011-01-03,8000.0,2010-12-04 00:24:47,220.0,canceled,7,US,220.0,220.0,8000.0,2010
113037,1574292001,An Italian Dance Company Comes to New York,Dance,Dance,USD,2010-06-25,18500.0,2010-04-13 01:55:55,0.0,failed,0,US,0.0,0.0,18500.0,2010
113112,1574717102,Honey Made in Queens NYC - Queens Apiary and Green Roof,Food,Food,USD,2011-02-20,888.0,2010-11-22 06:34:00,891.0,successful,24,US,891.0,891.0,888.0,2010
113170,1574987280,Outlaws Of The Border Spring 2011 Fashion Show,Fashion,Fashion,USD,2010-05-01,5000.0,2010-03-16 18:09:46,445.0,failed,14,US,445.0,445.0,5000.0,2010
113171,1574989756,Vietnam Unexpected: A Photographer's Exploration (Canceled),Photography,Photography,USD,2011-01-26,2975.0,2010-12-27 16:33:03,120.0,canceled,1,US,120.0,120.0,2975.0,2010
113178,1575009725,GLBT: OUTwordlyFabulous *anti-bullying* CD,Music,Music,USD,2011-01-23,3544.0,2010-12-15 14:48:24,3644.0,successful,38,US,3644.0,3644.0,3544.0,2010
113200,157512646,Skin Deep II: My First Big Gallery Show .... Hopefully...,Photography,Photography,USD,2010-06-15,500.0,2010-05-21 04:26:44,25.0,failed,1,US,25.0,25.0,500.0,2010
113208,1575160477,Help Release RokaMic's Brand New Album (Canceled),Hip-Hop,Music,USD,2010-05-01,275.0,2010-02-10 23:45:01,0.0,canceled,0,US,0.0,0.0,275.0,2010
113214,1575173127,Subversia (Canceled),Nonfiction,Publishing,USD,2010-08-06,3000.0,2010-07-07 22:22:41,0.0,canceled,0,US,0.0,0.0,3000.0,2010
113217,157518626,WINTER WONDERETTES: A cast album of the hit holiday musical,Theater,Theater,USD,2010-11-08,25000.0,2010-10-03 22:51:45,26590.68,successful,100,US,26590.68,26590.68,25000.0,2010
113264,1575389951,Delphinium Cheese Co. - Small Batch Artisan Cheeses in the SF Bay Area,Food,Food,USD,2010-07-01,1200.0,2010-06-03 08:40:41,1865.0,successful,19,US,1865.0,1865.0,1200.0,2010
113291,1575516145,"Milestone Theatre Company Presents ""The Laramie Project"" ",Theater,Theater,USD,2010-06-15,1000.0,2010-05-18 23:21:35,1071.0,successful,25,US,1071.0,1071.0,1000.0,2010
113323,1575670031,The Local - A Story Retold,Shorts,Film & Video,USD,2011-01-13,1000.0,2010-10-27 11:32:19,1020.0,successful,10,US,1020.0,1020.0,1000.0,2010
113350,1575836217,Help Support writing and publishing ofThe Battle of Tompkins Square Park,Nonfiction,Publishing,USD,2010-10-24,3000.0,2010-08-25 05:37:08,0.0,failed,0,US,0.0,0.0,3000.0,2010
113367,1575914995,Revolution on the Road,Documentary,Film & Video,USD,2010-06-08,4000.0,2010-05-04 19:30:11,4252.0,successful,48,US,4252.0,4252.0,4000.0,2010
113379,1576026621,Southern Comfort,Narrative Film,Film & Video,USD,2010-07-20,5000.0,2010-06-17 06:25:53,5170.0,successful,50,US,5170.0,5170.0,5000.0,2010
113383,1576042510,"Kickstart The Band Spain's ""I'm Still Free"" 7""",Indie Rock,Music,USD,2010-06-15,1400.0,2010-04-30 18:27:59,1500.0,successful,44,US,1500.0,1500.0,1400.0,2010
113423,1576270797,Anitopia: a video game of incredible species and ecosystem simulation,Video Games,Games,USD,2010-08-22,800.0,2010-07-07 05:00:10,0.0,failed,0,US,0.0,0.0,800.0,2010
113443,1576347118,"Finish the Terrible Spaceship Album: ""Zontar, the Thing from Venus""",Electronic Music,Music,USD,2010-02-20,2000.0,2010-01-21 20:50:39,30.0,failed,3,US,30.0,30.0,2000.0,2010
113466,157646891,My Life,Hip-Hop,Music,USD,2011-01-10,5000.0,2010-10-12 09:00:05,0.0,failed,0,US,0.0,0.0,5000.0,2010
113495,1576610912,"""Mad Tom of Bedlam"" Music Video by Charlene Kaye & The Brilliant Eyes",Classical Music,Music,USD,2010-07-16,2500.0,2010-06-25 17:51:57,4417.69,successful,93,US,4417.69,4417.69,2500.0,2010
113529,1576779235,Zen And The Art of House Painting,Shorts,Film & Video,USD,2010-11-13,750.0,2010-10-14 00:26:23,760.0,successful,20,US,760.0,760.0,750.0,2010
113564,1576895032,The Waves of Health: A Documentary. ,Documentary,Film & Video,USD,2010-07-10,15000.0,2010-04-12 04:36:59,46.0,failed,4,US,46.0,46.0,15000.0,2010
113567,1576915013,Drive & Ambition Clothing,Fashion,Fashion,USD,2010-06-01,3500.0,2010-03-29 00:27:29,0.0,failed,0,US,0.0,0.0,3500.0,2010
113602,1577069016,DAMN! A Feature Length Documentary about Jimmy McMillan,Documentary,Film & Video,USD,2010-11-26,10000.0,2010-11-15 22:34:00,10111.99,successful,91,US,10111.99,10111.99,10000.0,2010
113642,1577294796,Feature Film (SF Bay Area):  ALL ROADS LEAD TO OCCIDENTAL,Narrative Film,Film & Video,USD,2010-12-20,1000.0,2010-10-21 05:45:34,0.0,failed,0,US,0.0,0.0,1000.0,2010
113669,1577424025,"LIL KANG7 ""HEAVY THE HEAD THAT HOLDS THE CROWN"" ",Hip-Hop,Music,USD,2010-10-16,3000.0,2010-09-16 12:27:29,10.0,failed,1,US,10.0,10.0,3000.0,2010
113673,1577444728,An Isle Ate Her's Merch/Tour Fundraiser,Music,Music,USD,2010-12-28,200.0,2010-11-17 22:36:10,41.0,failed,2,US,41.0,41.0,200.0,2010
113696,1577550540,White Warriors - A Short Film By Mickey Sanchez,Narrative Film,Film & Video,USD,2010-09-28,1000.0,2010-08-29 18:05:41,1011.32,successful,36,US,1011.32,1011.32,1000.0,2010
113727,1577695361,Make this Hollywood Ending Come True,Fiction,Publishing,USD,2010-10-02,2000.0,2010-09-02 05:41:38,185.0,failed,9,US,185.0,185.0,2000.0,2010
113791,157799513,"""Grand Illusions: The Music of Marlene Dietrich"" cabaret show",Jazz,Music,USD,2010-11-11,3300.0,2010-10-12 21:54:25,3470.0,successful,42,US,3470.0,3470.0,3300.0,2010
113868,1578366283,The Imagine us Here Portal,Painting,Art,USD,2010-11-09,2000.0,2010-10-10 22:56:50,155.0,failed,6,US,155.0,155.0,2000.0,2010
114035,1579211862,BETWEEN US: Based on the hit play; the upcoming movie by,Narrative Film,Film & Video,USD,2010-12-16,10000.0,2010-11-16 18:18:39,14032.77,successful,84,US,14032.77,14032.77,10000.0,2010
114062,1579357830,Mirari: Focused Video Chat,Software,Technology,USD,2010-07-05,7000.0,2010-05-29 03:46:13,85.0,failed,3,US,85.0,85.0,7000.0,2010
114066,157939709,The Beast Pageant,Documentary,Film & Video,USD,2010-07-23,8000.0,2010-06-07 01:36:22,8944.29,successful,159,US,8944.29,8944.29,8000.0,2010
114088,1579495405,Recording Artist Angie Pretlow records Sophmore Album with Inspiration for the soul!!,Indie Rock,Music,USD,2010-06-10,7500.0,2010-04-27 00:52:52,0.0,failed,0,US,0.0,0.0,7500.0,2010
114096,1579519121,"Help Sean Bradford record his very first ""EP"" (Canceled)",Indie Rock,Music,USD,2011-01-01,8000.0,2010-11-30 01:06:53,370.0,canceled,6,US,370.0,370.0,8000.0,2010
114119,1579615059,Circus of Illusions: A Photographic Book,Photography,Photography,USD,2011-01-30,3500.0,2010-12-31 20:45:36,196.0,failed,6,US,196.0,196.0,3500.0,2010
114139,1579721231,Pinky Promise (Short Film),Shorts,Film & Video,USD,2011-01-15,5000.0,2010-12-16 03:06:42,415.0,failed,6,US,415.0,415.0,5000.0,2010
114152,1579811082,An Afghan American dream.... (Canceled),Indie Rock,Music,USD,2011-01-03,10000.0,2010-11-14 02:39:29,0.0,canceled,0,US,0.0,0.0,10000.0,2010
114180,1579922030,Jump on the Packwood bandwagon!,Music,Music,USD,2010-11-25,4000.0,2010-10-26 06:04:17,185.0,failed,6,US,185.0,185.0,4000.0,2010
114222,158015173,"Rachel Scott's new album ""Sons & Daughters""",Music,Music,USD,2011-01-28,3500.0,2010-12-24 16:42:56,680.0,failed,9,US,680.0,680.0,3500.0,2010
114256,1580332534,The Cyclist,Shorts,Film & Video,USD,2010-12-01,4000.0,2010-11-09 09:04:01,557.0,failed,19,US,557.0,557.0,4000.0,2010
114287,1580484272,"First Person: Seeing America -  Ensemble Galilei, Narration, & Photos from the Met ",Music,Music,USD,2010-06-21,52500.0,2010-05-17 20:01:26,6432.0,failed,20,US,6432.0,6432.0,52500.0,2010
114298,158053741,Oh You Devil record What or Where EP,Music,Music,USD,2010-12-25,7000.0,2010-11-29 16:12:14,8514.0,successful,90,US,8514.0,8514.0,7000.0,2010
114318,1580630111,Alairi-yan Visions,Photography,Photography,USD,2010-12-30,5000.0,2010-11-30 04:36:31,0.0,failed,0,US,0.0,0.0,5000.0,2010
114432,1581180044,Moving on up to New York Fashion Week,Fashion,Fashion,USD,2010-08-16,1500.0,2010-06-14 19:57:08,140.0,failed,3,US,140.0,140.0,1500.0,2010
114435,1581203964,Indie Game Mag: Issue 13 and Get Well Gamers,Video Games,Games,USD,2010-10-16,1000.0,2010-09-03 22:10:38,1085.0,successful,30,US,1085.0,1085.0,1000.0,2010
114441,1581229795,Arctic Landscape Paintings,Painting,Art,USD,2010-07-31,2000.0,2010-06-08 01:29:48,2435.0,successful,33,US,2435.0,2435.0,2000.0,2010
114494,158150103,"""Mantecoza"" A comedy/adventure Web Series",Webseries,Film & Video,USD,2010-08-14,3500.0,2010-06-29 17:21:58,985.0,failed,19,US,985.0,985.0,3500.0,2010
114578,1581872956,No More Saints debut LP and CD,Indie Rock,Music,USD,2011-03-27,5000.0,2010-12-27 23:20:35,5403.0,successful,68,US,5403.0,5403.0,5000.0,2010
114623,1582099679,No Rules Theatre Company,Theater,Theater,USD,2010-03-28,10000.0,2010-02-25 07:04:21,12605.23,successful,121,US,12605.23,12605.23,10000.0,2010
114668,1582307755,DMG-10 (Canceled),Software,Technology,USD,2010-07-16,2000.0,2010-05-31 22:20:47,3.0,canceled,3,US,3.0,3.0,2000.0,2010
114687,1582414897,Bright Bike DIY Kits: night visibility for safer riding,Product Design,Design,USD,2010-03-03,2000.0,2010-02-09 02:16:41,2506.75,successful,86,US,2506.75,2506.75,2000.0,2010
114744,1582761909,Organic Groceries in Bed-Stuy,Food,Food,USD,2010-08-10,20000.0,2010-06-16 15:44:32,2650.0,failed,46,US,2650.0,2650.0,20000.0,2010
114773,1582944380,Urban Death: Once Upon a Nightmare @ Zombie Joe's Underground Theatre,Theater,Theater,USD,2010-02-27,500.0,2010-01-15 19:48:00,1000.0,successful,5,US,1000.0,1000.0,500.0,2010
114858,1583366564,Ivory Coast: Politics and Madness - The documentary (Canceled),Documentary,Film & Video,USD,2011-02-11,8300.0,2010-11-13 01:16:11,0.0,canceled,0,US,0.0,0.0,8300.0,2010
114900,1583543843,"Bridgetown - Rediscovering the bridges of Portland, Oregon",Photography,Photography,USD,2010-07-29,950.0,2010-06-18 18:53:58,1760.0,successful,37,US,1760.0,1760.0,950.0,2010
114999,1584070236,"""The Sea In My Dreams"" - Music for String Quartet",Classical Music,Music,USD,2011-01-08,2500.0,2010-12-04 02:17:35,2580.0,successful,43,US,2580.0,2580.0,2500.0,2010
115024,158419305,At the Top of Your Lungs,Documentary,Film & Video,USD,2010-11-01,1500.0,2010-09-17 09:21:14,300.0,failed,3,US,300.0,300.0,1500.0,2010
115028,1584221197,DRAGONS,Film & Video,Film & Video,USD,2010-04-19,8000.0,2010-03-03 16:39:00,8861.0,successful,108,US,8861.0,8861.0,8000.0,2010
115030,1584231108,Monsters of Comedy Tour & Film,Performance Art,Art,USD,2010-10-04,3000.0,2010-09-13 22:04:12,3001.0,successful,18,US,3001.0,3001.0,3000.0,2010
115032,1584241021,"""PICK SOMETHING""",Shorts,Film & Video,USD,2010-11-28,3000.0,2010-10-12 05:18:52,4302.0,successful,32,US,4302.0,4302.0,3000.0,2010
115044,1584280221,The Redemption Project ,Hip-Hop,Music,USD,2011-01-31,3000.0,2010-12-20 07:39:21,150.0,failed,3,US,150.0,150.0,3000.0,2010
115051,1584316416,Greenaid-Seedbomb Vending for Greener Cities!,Product Design,Design,USD,2010-07-04,10000.0,2010-05-17 07:34:19,10398.0,successful,334,US,10398.0,10398.0,10000.0,2010
115079,1584453379,Auto!Automatic!! Records and Releases a New Album ,Indie Rock,Music,USD,2010-09-21,3000.0,2010-08-06 22:45:15,3510.0,successful,68,US,3510.0,3510.0,3000.0,2010
115090,1584522724,"Wolf&Bears - Sustainable, Heirloom-quality Teddy Bears and more",Crafts,Crafts,USD,2010-06-11,2500.0,2010-05-08 03:18:55,459.0,failed,11,US,459.0,459.0,2500.0,2010
115202,1585044385,A New DMATWD EP On The Way?!,Rock,Music,USD,2010-05-22,800.0,2010-04-22 04:45:11,50.0,failed,4,US,50.0,50.0,800.0,2010
115305,1585510487,World Supper Adventure,Food,Food,USD,2010-10-01,15017.0,2010-08-25 14:46:33,2622.02,failed,60,US,2622.02,2622.02,15017.0,2010
115309,1585521994,OtherShore Partners with Stephen Petronio,Dance,Dance,USD,2010-12-01,15000.0,2010-10-13 15:03:44,2620.0,failed,38,US,2620.0,2620.0,15000.0,2010
115316,1585543695,The Worm Stained Black,Shorts,Film & Video,USD,2010-07-16,2000.0,2010-06-01 14:52:30,2105.0,successful,21,US,2105.0,2105.0,2000.0,2010
115341,1585656649,Bengali film (RUNAWAY) seeks finishing funds,Film & Video,Film & Video,USD,2011-01-06,6000.0,2010-10-28 16:34:06,845.0,failed,15,US,845.0,845.0,6000.0,2010
115384,158592596,Freedom to Write: Spreading the Word on Exiled Dissident Writers,Journalism,Journalism,USD,2010-07-25,2200.0,2010-06-25 05:24:43,2401.0,successful,34,US,2401.0,2401.0,2200.0,2010
115388,158594257,N&V MAKE AN ALBUM,Rock,Music,USD,2010-06-15,5000.0,2010-04-06 19:52:59,5300.0,successful,28,US,5300.0,5300.0,5000.0,2010
115392,1585949662,REIGN of Ardwin,Video Games,Games,USD,2010-10-23,2500.0,2010-09-23 16:38:35,2545.0,successful,108,US,2545.0,2545.0,2500.0,2010
115401,1585991642,All Shades: Portraits of Nuyoricans ,Photography,Photography,USD,2010-08-20,6500.0,2010-07-06 13:58:58,1700.0,failed,19,US,1700.0,1700.0,6500.0,2010
115440,1586178131,JOIN LIJIE as she finishes the next EP!!!,Country & Folk,Music,USD,2010-12-02,3000.0,2010-10-18 05:07:45,3161.0,successful,43,US,3161.0,3161.0,3000.0,2010
